Satellite,Date,Location,NDVI,SMI
AMSR-E,01/09/22,Dharmapuri,20.15368438,18.25534368
Sentinel-2,01/01/24,Mahbubnagar,53.58620524,101.5584953
AMSR-E,01/09/20,Idukki,52.8439188,99.74459815
SMAP,01/12/23,Sivaganga,129.265821,254.9835477
SMAP,01/10/22,Koppal,44.35794687,78.63040066
AMSR-E,01/11/23,Raichur,68.65527797,137.07564
AMSR-E,01/03/24,Kadapa,14.06810689,4.509957075
MODIS,01/08/23,Kurnool,75.94513607,154.5530024
Landsat,01/08/24,Kurnool,39.0690186,63.85183406
AMSR-E,01/01/23,Koppal,25.64911222,31.56380463
AMSR-E,01/05/20,Palakkad,39.51576924,66.36049962
MODIS,01/11/19,Sivaganga,68.50573945,138.7059512
MODIS,01/05/22,Idukki,55.05877161,104.7332678
Landsat,01/05/20,Idukki,36.10154438,58.00687861
AMSR-E,01/06/22,Raichur,44.38299251,78.88595128
Landsat,01/11/20,Raichur,6.469398737,12.8759892
MODIS,01/03/21,Anantapur,79.23147416,164.0759001
Sentinel-2,01/12/23,Palakkad,83.61048985,172.8972383
AMSR-E,01/08/21,Palakkad,118.9644141,253.147197
AMSR-E,01/01/19,Raichur,22.10652733,42.71209979
AMSR-E,01/07/23,Dharmapuri,44.59908032,79.34950519
Landsat,01/05/24,Vijayapura,10.13434434,1.22630167
Landsat,01/02/19,Idukki,44.97972465,88.80123329
Sentinel-2,01/03/21,Vijayapura,82.49994898,171.8899388
Landsat,01/03/24,Koppal,117.5218194,220.5142224
AMSR-E,01/01/24,Sivaganga,66.67023015,134.3616984
Sentinel-2,01/10/24,Sivaganga,41.93078756,72.54535174
SMAP,01/10/20,Anantapur,131.2334249,254.9977386
MODIS,01/05/23,Kurnool,23.62000489,26.766855
Sentinel-2,01/12/19,Anantapur,43.72918057,76.75118709
AMSR-E,01/03/19,Anantapur,10.98134184,2.174295902
Sentinel-2,01/09/24,Palakkad,129.7749257,254.996676
SMAP,01/12/19,Vijayapura,83.00956774,172.5696757
Sentinel-2,01/01/21,Palakkad,76.70981789,159.4814181
Sentinel-2,01/01/24,Chitradurga,64.56348848,128.0210693
AMSR-E,01/03/19,Ramanathapuram,32.63778162,49.31942725
AMSR-E,01/12/24,Dharmapuri,88.59952402,189.0781424
SMAP,01/09/21,Kadapa,77.282655,160.6981552
AMSR-E,01/11/22,Chitradurga,9.463890791,0.849059343
AMSR-E,01/11/21,Sivaganga,16.55336428,13.21096945
Landsat,01/10/23,Vijayapura,114.9323471,242.7101645
SMAP,01/05/21,Koppal,35.23238397,72.88980842
Sentinel-2,01/09/22,Idukki,40.57197189,69.18576097
AMSR-E,01/07/20,Anantapur,111.0895848,239.1732626
Sentinel-2,01/08/20,Sivaganga,49.8466723,92.32216263
Sentinel-2,01/01/19,Koppal,12.21003795,16.42363358
Landsat,01/05/21,Sivaganga,31.88164783,47.41098356
MODIS,01/03/21,Vijayapura,82.49994898,171.8899388
AMSR-E,01/04/24,Dharmapuri,59.95211649,116.9592631
MODIS,01/06/22,Mahbubnagar,27.03810835,35.57102799
SMAP,01/11/19,Chitradurga,126.7774615,254.9896722
AMSR-E,01/04/20,Kurnool,69.87960792,142.2113883
Landsat,01/06/23,Vijayapura,18.94985843,25.93624783
Sentinel-2,01/10/24,Palakkad,43.4871614,76.40938783
AMSR-E,01/01/21,Mahbubnagar,64.42699575,128.8877845
AMSR-E,01/02/23,Palakkad,106.8629594,234.3304951
SMAP,01/04/23,Chitradurga,57.90771627,112.3891339
Sentinel-2,01/06/20,Koppal,18.17247534,31.45109844
SMAP,01/04/19,Vijayapura,19.59583402,25.64179325
SMAP,01/06/21,Sivaganga,84.32518005,177.370579
MODIS,01/10/19,Idukki,128.3507226,254.996201
MODIS,01/04/24,Kurnool,65.51351118,130.6210554
MODIS,01/11/24,Koppal,23.78914499,46.57474041
Landsat,01/05/21,Mahbubnagar,17.62164283,13.20399642
MODIS,01/11/21,Ramanathapuram,129.4207346,246.8997915
Landsat,01/09/19,Sivaganga,41.10401392,70.53637743
Sentinel-2,01/06/22,Palakkad,31.55091906,46.60081363
AMSR-E,01/11/23,Dharmapuri,19.73205733,17.96543169
Landsat,01/06/22,Kadapa,82.45916581,172.0019796
MODIS,01/06/20,Kadapa,21.55805182,21.62323165
Sentinel-2,01/11/24,Kadapa,35.84905267,57.51078534
MODIS,01/07/21,Raichur,2.330587626,4.456305742
Sentinel-2,01/10/22,Mahbubnagar,134.1565995,240.2383354
MODIS,01/01/19,Kadapa,60.68408394,119.3679733
Sentinel-2,01/10/19,Raichur,20.79073596,19.37082982
Landsat,01/09/23,Kurnool,28.45415497,38.83404875
SMAP,01/01/20,Vijayapura,100.0521295,217.7477527
AMSR-E,01/11/21,Palakkad,93.17739749,199.1039784
SMAP,01/08/24,Anantapur,56.84338975,108.363847
SMAP,01/08/19,Kurnool,105.57336,217.5127711
Landsat,01/04/24,Mahbubnagar,96.24637651,197.9819379
MODIS,01/06/24,Ramanathapuram,33.17938566,50.66415119
Landsat,01/05/21,Chitradurga,35.688797,57.06190944
AMSR-E,01/06/22,Koppal,18.99476051,34.11341906
SMAP,01/04/20,Ramanathapuram,3.058671951,3.165959358
SMAP,01/04/22,Anantapur,116.3441489,230.8237808
AMSR-E,01/10/24,Raichur,84.75139308,178.7891111
Landsat,01/02/21,Idukki,37.8211627,74.54445457
MODIS,01/09/24,Kurnool,61.30846977,120.1131566
MODIS,01/02/23,Idukki,102.1370068,223.0102558
SMAP,01/04/23,Mahbubnagar,13.54542255,5.095268965
AMSR-E,01/01/21,Chitradurga,144.6415615,254.9971855
AMSR-E,01/05/23,Sivaganga,44.43898463,78.7662909
MODIS,01/08/19,Vijayapura,73.23319578,149.0039864
MODIS,01/06/21,Palakkad,23.45051503,26.40653944
MODIS,01/06/22,Chitradurga,49.91839242,92.33281326
SMAP,01/11/19,Mahbubnagar,92.82506752,198.1092975
Landsat,01/12/20,Dharmapuri,19.57590699,16.82787228
Landsat,01/07/22,Anantapur,131.1805658,248.1903064
Sentinel-2,01/07/19,Palakkad,124.929858,251.1538286
MODIS,01/10/20,Raichur,150.9480124,254.0604806
AMSR-E,01/09/20,Kurnool,130.1997569,254.9955354
SMAP,01/04/24,Idukki,32.18880701,48.01218605
SMAP,01/05/19,Koppal,10.39867926,1.273719072
Landsat,01/04/23,Kurnool,18.30924869,14.29319286
SMAP,01/09/19,Kadapa,39.17435193,65.55086422
Landsat,01/04/24,Chitradurga,45.57456422,81.69652915
SMAP,01/05/19,Kurnool,84.55313802,177.1364985
Sentinel-2,01/04/20,Ramanathapuram,3.058671951,3.165959358
Sentinel-2,01/10/22,Chitradurga,53.56022286,99.70134163
SMAP,01/02/20,Koppal,76.57939053,158.3070469
MODIS,01/09/23,Sivaganga,81.48871756,169.7153873
Landsat,01/08/22,Vijayapura,81.85703897,167.3768532
AMSR-E,01/05/20,Vijayapura,73.19701767,150.4592824
SMAP,01/02/22,Kurnool,71.97725868,146.3459802
Sentinel-2,01/01/22,Dharmapuri,69.34399366,139.8711596
Sentinel-2,01/08/24,Palakkad,97.32470369,204.3522947
MODIS,01/08/24,Sivaganga,113.6105957,240.5868199
Landsat,01/03/20,Ramanathapuram,52.65766287,99.45467091
Landsat,01/08/20,Sivaganga,49.8466723,92.32216263
SMAP,01/05/24,Koppal,13.54622078,4.713387489
Sentinel-2,01/05/21,Sivaganga,31.88164783,47.41098356
SMAP,01/04/19,Idukki,45.89356089,85.66819763
Sentinel-2,01/05/20,Kurnool,80.06415176,165.5512679
SMAP,01/09/24,Kadapa,29.32405019,41.05702591
Sentinel-2,01/02/21,Dharmapuri,8.561873436,0.334105492
Landsat,01/04/24,Dharmapuri,59.95211649,116.9592631
SMAP,01/04/24,Kurnool,65.51351118,130.6210554
Sentinel-2,01/03/23,Kadapa,58.05636168,112.8376448
MODIS,01/05/20,Ramanathapuram,47.83437991,86.79829669
AMSR-E,01/06/23,Vijayapura,18.94985843,25.93624783
Sentinel-2,01/09/19,Sivaganga,41.10401392,70.53637743
AMSR-E,01/06/19,Anantapur,36.58635259,59.29298377
MODIS,01/01/19,Palakkad,91.83687305,190.0659921
SMAP,01/03/20,Idukki,59.83946705,120.0218806
MODIS,01/01/19,Mahbubnagar,143.7772269,245.0050647
Sentinel-2,01/02/23,Mahbubnagar,9.050707579,0.831854343
SMAP,01/07/21,Raichur,2.330587626,4.456305742
AMSR-E,01/01/24,Palakkad,82.00939202,172.78509
AMSR-E,01/04/24,Sivaganga,44.84931827,79.72568202
Landsat,01/03/21,Koppal,58.65495348,114.0863299
MODIS,01/03/23,Koppal,34.99074697,72.35038137
MODIS,01/06/21,Anantapur,30.57919788,44.13929534
AMSR-E,01/07/22,Idukki,172.1867871,254.9677122
AMSR-E,01/09/23,Chitradurga,69.2937789,140.9248397
AMSR-E,01/04/20,Palakkad,31.718817,47.05117369
SMAP,01/12/20,Kadapa,178.0139771,252.9564877
AMSR-E,01/11/19,Raichur,85.28608775,175.8353882
MODIS,01/08/19,Kurnool,105.57336,217.5127711
AMSR-E,01/09/21,Palakkad,66.73688936,134.5757141
Landsat,01/11/23,Dharmapuri,19.73205733,17.96543169
Sentinel-2,01/12/23,Idukki,62.36965108,123.1473823
Landsat,01/01/20,Raichur,127.6746917,254.9875464
AMSR-E,01/03/21,Kadapa,12.77073693,3.445725679
SMAP,01/09/24,Kurnool,61.30846977,120.1131566
Sentinel-2,01/11/19,Kadapa,130.0796757,254.9970186
Sentinel-2,01/09/19,Dharmapuri,23.03625011,25.25425744
MODIS,01/01/19,Chitradurga,15.82338691,7.846421003
SMAP,01/09/23,Anantapur,58.21252298,112.8444235
Sentinel-2,01/11/24,Raichur,24.70614266,29.48224449
SMAP,01/10/21,Ramanathapuram,12.16063142,3.667100906
AMSR-E,01/12/20,Dharmapuri,19.57590699,16.82787228
SMAP,01/10/20,Raichur,150.9480124,254.0604806
AMSR-E,01/01/23,Raichur,99.98613787,201.749526
Sentinel-2,01/07/24,Ramanathapuram,10.60204244,21.42179298
SMAP,01/02/23,Vijayapura,108.759397,211.8018231
AMSR-E,01/08/22,Sivaganga,128.1558354,236.9337924
Sentinel-2,01/07/22,Anantapur,131.1805658,248.1903064
MODIS,01/01/24,Kadapa,127.9828072,254.9890039
Sentinel-2,01/08/20,Kurnool,62.5821259,123.3042269
Landsat,01/05/20,Vijayapura,73.19701767,150.4592824
AMSR-E,01/08/22,Vijayapura,81.85703897,167.3768532
MODIS,01/05/19,Kurnool,84.55313802,177.1364985
AMSR-E,01/12/21,Idukki,144.1124003,248.7706814
SMAP,01/07/24,Ramanathapuram,10.60204244,21.42179298
Sentinel-2,01/01/24,Koppal,29.97552943,61.38961744
AMSR-E,01/09/23,Mahbubnagar,7.994212389,0.715306282
MODIS,01/02/22,Kurnool,71.97725868,146.3459802
SMAP,01/07/23,Kadapa,67.80621719,135.3165114
MODIS,01/11/19,Koppal,74.43248653,153.6143675
MODIS,01/10/24,Idukki,22.65475917,24.37736392
Sentinel-2,01/10/21,Ramanathapuram,12.16063142,3.667100906
MODIS,01/04/22,Sivaganga,44.54246163,78.88798571
Sentinel-2,01/07/20,Idukki,145.4725096,234.8617098
Sentinel-2,01/12/21,Kurnool,51.41155362,96.07959747
Sentinel-2,01/02/23,Chitradurga,70.34905958,141.7549629
Landsat,01/10/22,Ramanathapuram,21.71129632,43.07778311
Sentinel-2,01/12/20,Mahbubnagar,80.9309485,168.5129657
AMSR-E,01/11/23,Kadapa,81.45246959,163.9830129
SMAP,01/01/24,Vijayapura,138.7950454,234.4313996
MODIS,01/12/23,Anantapur,129.6506763,254.9981761
SMAP,01/12/22,Kurnool,32.21917343,48.26376438
AMSR-E,01/03/21,Kurnool,100.125788,209.4953897
Sentinel-2,01/04/22,Kadapa,50.31284571,93.55861235
AMSR-E,01/01/19,Dharmapuri,68.61844492,138.0804212
Sentinel-2,01/08/22,Koppal,62.14279318,122.7339494
SMAP,01/04/21,Idukki,33.5473094,51.61882424
MODIS,01/09/19,Dharmapuri,23.03625011,25.25425744
SMAP,01/07/24,Chitradurga,133.5824382,254.6569896
AMSR-E,01/03/23,Mahbubnagar,81.83251595,168.5690529
Landsat,01/08/20,Kadapa,52.73174405,99.47408557
MODIS,01/08/22,Kadapa,26.07367229,32.95606208
MODIS,01/04/22,Koppal,59.56362867,116.3184452
Landsat,01/04/20,Koppal,24.16562533,28.22316599
MODIS,01/04/20,Mahbubnagar,11.11392069,1.716531754
Landsat,01/12/19,Mahbubnagar,19.08486962,15.5670929
Sentinel-2,01/11/23,Sivaganga,84.82550502,179.5141323
Sentinel-2,01/08/23,Chitradurga,116.7226377,250.9181061
Landsat,01/02/22,Anantapur,11.52152538,1.954964638
Landsat,01/03/19,Koppal,15.72768974,9.357770205
Landsat,01/02/24,Idukki,35.14060187,66.61716104
Landsat,01/07/23,Mahbubnagar,37.79553437,62.16178322
SMAP,01/08/23,Kurnool,75.94513607,154.5530024
Landsat,01/09/22,Dharmapuri,20.15368438,18.25534368
AMSR-E,01/04/20,Dharmapuri,12.29575276,3.575139046
Sentinel-2,01/06/19,Palakkad,24.28924274,28.5490644
Sentinel-2,01/10/23,Raichur,147.1079204,254.1215048
Landsat,01/09/19,Kurnool,26.64051056,34.30571866
SMAP,01/06/21,Chitradurga,35.58860874,56.64700127
AMSR-E,01/08/22,Ramanathapuram,110.7460749,238.1576324
SMAP,01/01/22,Anantapur,132.9735994,254.9965341
MODIS,01/07/21,Palakkad,151.1485777,254.9913461
AMSR-E,01/04/20,Kadapa,33.62370229,51.82963729
SMAP,01/07/24,Mahbubnagar,108.8028333,233.8580067
Landsat,01/07/23,Dharmapuri,44.59908032,79.34950519
AMSR-E,01/08/20,Koppal,100.6083112,216.1140125
Landsat,01/08/24,Ramanathapuram,4.180699825,4.909493208
AMSR-E,01/05/24,Vijayapura,10.13434434,1.22630167
MODIS,01/02/21,Dharmapuri,8.561873436,0.334105492
SMAP,01/03/23,Ramanathapuram,70.94094014,143.5544212
Sentinel-2,01/07/22,Palakkad,133.4930394,249.2381768
Sentinel-2,01/07/22,Raichur,17.38303947,12.50520396
Sentinel-2,01/11/21,Kadapa,54.73962641,104.3951406
Landsat,01/10/24,Sivaganga,41.93078756,72.54535174
AMSR-E,01/03/19,Kadapa,80.87232971,166.2716703
Sentinel-2,01/12/20,Chitradurga,101.9846206,216.269984
SMAP,01/05/19,Dharmapuri,40.7845633,69.56656504
AMSR-E,01/07/21,Ramanathapuram,50.18460584,92.30424333
AMSR-E,01/10/21,Palakkad,134.2283413,252.9625063
MODIS,01/10/20,Sivaganga,45.99623322,81.89200497
SMAP,01/11/22,Idukki,128.5011377,254.9969823
SMAP,01/06/21,Mahbubnagar,29.08099818,40.35198808
MODIS,01/11/21,Koppal,41.55324292,71.53901553
Landsat,01/11/23,Koppal,27.7383492,56.3277874
SMAP,01/05/23,Kurnool,23.62000489,26.766855
Sentinel-2,01/11/24,Palakkad,71.88388515,147.278383
Landsat,01/12/19,Anantapur,43.72918057,76.75118709
Landsat,01/12/24,Dharmapuri,88.59952402,189.0781424
AMSR-E,01/10/23,Vijayapura,114.9323471,242.7101645
Landsat,01/04/19,Kurnool,67.48045158,136.4584446
SMAP,01/03/21,Sivaganga,16.86305285,9.839057922
Landsat,01/07/23,Chitradurga,49.36004496,91.13109779
Sentinel-2,01/08/23,Mahbubnagar,97.63313246,209.3815174
Landsat,01/12/19,Chitradurga,126.7774615,254.9896722
SMAP,01/11/19,Anantapur,36.61460495,59.17160225
AMSR-E,01/02/20,Anantapur,20.2149992,19.79029751
MODIS,01/04/20,Chitradurga,39.31233859,65.95881224
AMSR-E,01/10/24,Ramanathapuram,51.52274609,96.55520797
AMSR-E,01/12/19,Idukki,127.0257545,254.9697356
Sentinel-2,01/03/23,Ramanathapuram,70.94094014,143.5544212
AMSR-E,01/03/23,Chitradurga,8.635423422,0.627804756
Landsat,01/03/22,Kurnool,69.40700817,140.7276287
AMSR-E,01/03/23,Palakkad,77.00816417,159.6975627
MODIS,01/06/22,Palakkad,31.55091906,46.60081363
AMSR-E,01/02/21,Chitradurga,54.9120214,105.1031127
AMSR-E,01/09/23,Kadapa,37.06873941,60.29557109
MODIS,01/05/22,Chitradurga,76.19299126,157.8962357
SMAP,01/12/19,Mahbubnagar,19.08486962,15.5670929
AMSR-E,01/05/23,Koppal,11.83581901,2.776955128
SMAP,01/10/22,Vijayapura,78.75386977,164.1547065
AMSR-E,01/04/22,Anantapur,116.3441489,230.8237808
MODIS,01/09/24,Ramanathapuram,21.35622168,42.66343498
AMSR-E,01/02/23,Raichur,8.089664698,0.208898783
Landsat,01/01/20,Idukki,16.24143529,9.598294973
Sentinel-2,01/09/21,Mahbubnagar,64.3439579,128.3635478
MODIS,01/01/22,Idukki,128.0091546,254.987812
Landsat,01/06/23,Sivaganga,87.10464787,182.0690637
MODIS,01/07/24,Vijayapura,79.51264024,165.1533506
Landsat,01/06/21,Chitradurga,35.58860874,56.64700127
AMSR-E,01/10/19,Palakkad,77.24295449,160.8509831
Sentinel-2,01/12/24,Raichur,132.3533971,254.9971044
Sentinel-2,01/10/22,Koppal,44.35794687,78.63040066
SMAP,01/04/23,Ramanathapuram,20.8545258,19.63676262
MODIS,01/08/21,Dharmapuri,34.08878517,52.90810037
Sentinel-2,01/04/23,Vijayapura,61.05670476,124.7575848
Landsat,01/06/19,Idukki,17.27688456,17.33532476
Landsat,01/07/24,Koppal,60.3021462,117.8166351
SMAP,01/07/23,Mahbubnagar,37.79553437,62.16178322
SMAP,01/05/23,Sivaganga,44.43898463,78.7662909
AMSR-E,01/03/24,Chitradurga,16.36713696,10.18491149
Sentinel-2,01/04/23,Ramanathapuram,20.8545258,19.63676262
Sentinel-2,01/11/21,Kurnool,52.61898065,99.44734025
Landsat,01/10/20,Kadapa,87.53351903,185.1983471
MODIS,01/10/22,Kadapa,54.11955309,102.9012709
SMAP,01/09/21,Raichur,122.9711936,250.5006719
MODIS,01/08/22,Anantapur,45.3155396,81.03009319
MODIS,01/01/22,Kurnool,131.2211404,254.9948239
MODIS,01/10/24,Palakkad,43.4871614,76.40938783
Sentinel-2,01/08/24,Mahbubnagar,156.5477741,246.6593075
Landsat,01/07/24,Chitradurga,133.5824382,254.6569896
SMAP,01/01/21,Koppal,133.8412042,254.9960661
Sentinel-2,01/11/24,Vijayapura,35.11913919,55.52367687
MODIS,01/12/23,Vijayapura,7.776858807,0.187409639
MODIS,01/06/19,Kurnool,54.2872963,103.5104318
Sentinel-2,01/10/20,Dharmapuri,18.72954106,14.77094007
SMAP,01/07/23,Chitradurga,49.36004496,91.13109779
AMSR-E,01/02/20,Palakkad,56.34726977,108.6250138
AMSR-E,01/10/20,Koppal,27.29061174,35.61714268
Sentinel-2,01/05/19,Anantapur,60.24478364,118.2114735
MODIS,01/03/19,Dharmapuri,80.17262268,164.4962664
SMAP,01/07/24,Kurnool,97.28518319,209.700387
AMSR-E,01/07/24,Palakkad,141.0409095,247.6695588
SMAP,01/07/20,Anantapur,111.0895848,239.1732626
Landsat,01/06/21,Mahbubnagar,29.08099818,40.35198808
MODIS,01/11/22,Ramanathapuram,44.35528564,78.79572439
SMAP,01/04/21,Dharmapuri,106.4402332,215.872216
Sentinel-2,01/09/21,Kadapa,77.282655,160.6981552
Sentinel-2,01/09/21,Chitradurga,67.61306667,136.7045133
Sentinel-2,01/05/21,Koppal,35.23238397,72.88980842
MODIS,01/04/24,Anantapur,99.2340858,201.4772468
Sentinel-2,01/06/20,Kurnool,62.32066345,122.9925127
AMSR-E,01/06/21,Sivaganga,84.32518005,177.370579
Sentinel-2,01/09/21,Anantapur,51.81563735,97.21974063
MODIS,01/05/22,Mahbubnagar,63.45175457,125.4838786
SMAP,01/12/19,Chitradurga,126.7774615,254.9896722
AMSR-E,01/02/21,Mahbubnagar,54.34376907,103.8167629
Landsat,01/04/20,Anantapur,42.71564412,74.55785847
SMAP,01/09/22,Idukki,40.57197189,69.18576097
Landsat,01/05/23,Kadapa,22.47284603,23.88808489
MODIS,01/06/20,Dharmapuri,36.63757491,59.29898477
MODIS,01/05/21,Kadapa,89.21804643,187.0395293
MODIS,01/09/21,Koppal,44.3511579,78.63745451
Landsat,01/09/23,Koppal,48.59092879,89.17242432
AMSR-E,01/11/22,Palakkad,91.95081806,182.7306147
Landsat,01/02/20,Raichur,29.79304647,50.81166387
MODIS,01/06/19,Sivaganga,49.86653924,92.20166898
Landsat,01/03/22,Dharmapuri,25.82237792,32.35979676
AMSR-E,01/12/19,Raichur,89.95276356,191.965168
Landsat,01/07/24,Mahbubnagar,108.8028333,233.8580067
AMSR-E,01/08/24,Anantapur,56.84338975,108.363847
Sentinel-2,01/07/24,Sivaganga,12.97966647,3.059156179
Sentinel-2,01/06/21,Palakkad,23.45051503,26.40653944
MODIS,01/07/19,Palakkad,124.929858,251.1538286
SMAP,01/04/21,Raichur,16.6666081,11.63757682
AMSR-E,01/07/24,Kadapa,11.33082962,1.725530624
AMSR-E,01/03/24,Mahbubnagar,93.54305553,190.7944086
Landsat,01/02/24,Sivaganga,6.445739985,0.106356859
Sentinel-2,01/03/21,Chitradurga,130.7439158,254.9788702
SMAP,01/08/23,Vijayapura,50.40686941,93.66899371
Sentinel-2,01/03/19,Raichur,18.76811266,39.16523385
AMSR-E,01/08/22,Palakkad,48.99391603,90.01292014
AMSR-E,01/02/22,Koppal,102.9462235,213.8490944
Sentinel-2,01/12/20,Palakkad,67.57437587,136.5902236
MODIS,01/02/20,Sivaganga,129.8619282,254.9893458
MODIS,01/06/23,Idukki,29.6745553,41.72048879
Landsat,01/06/21,Idukki,16.06893635,8.636265278
SMAP,01/11/24,Kadapa,35.84905267,57.51078534
AMSR-E,01/08/21,Mahbubnagar,130.029129,242.8879328
AMSR-E,01/05/23,Palakkad,45.06795716,80.32239294
SMAP,01/01/24,Sivaganga,66.67023015,134.3616984
Sentinel-2,01/04/22,Raichur,8.418182135,14.52870345
Sentinel-2,01/03/19,Dharmapuri,80.17262268,164.4962664
MODIS,01/10/20,Dharmapuri,18.72954106,14.77094007
Sentinel-2,01/02/24,Chitradurga,16.76771188,11.44156313
SMAP,01/03/19,Anantapur,10.98134184,2.174295902
Sentinel-2,01/01/22,Palakkad,35.22810197,55.60446024
AMSR-E,01/12/22,Chitradurga,68.38715076,138.0722015
SMAP,01/01/19,Koppal,12.21003795,16.42363358
Landsat,01/12/21,Sivaganga,65.58623958,131.667655
SMAP,01/12/21,Dharmapuri,67.81359029,137.1720078
Sentinel-2,01/01/20,Anantapur,85.56263757,175.8128667
AMSR-E,01/09/24,Mahbubnagar,68.38321233,137.802135
AMSR-E,01/10/20,Anantapur,131.2334249,254.9977386
SMAP,01/06/20,Koppal,18.17247534,31.45109844
Landsat,01/07/19,Kurnool,44.92349696,80.05923033
SMAP,01/11/21,Sivaganga,16.55336428,13.21096945
Sentinel-2,01/06/20,Dharmapuri,36.63757491,59.29898477
SMAP,01/06/23,Kurnool,23.98017383,28.61959195
AMSR-E,01/02/22,Vijayapura,57.54951835,111.5831163
MODIS,01/04/23,Vijayapura,61.05670476,124.7575848
Sentinel-2,01/04/24,Idukki,32.18880701,48.01218605
Sentinel-2,01/05/19,Koppal,10.39867926,1.273719072
Sentinel-2,01/09/19,Kadapa,39.17435193,65.55086422
Sentinel-2,01/09/22,Raichur,135.994344,254.9525726
Landsat,01/01/21,Vijayapura,26.47850084,33.86102748
SMAP,01/11/22,Kurnool,52.75248384,99.6109457
Sentinel-2,01/07/24,Vijayapura,79.51264024,165.1533506
MODIS,01/02/20,Ramanathapuram,38.2577877,62.82426524
Sentinel-2,01/08/21,Dharmapuri,34.08878517,52.90810037
MODIS,01/09/24,Palakkad,129.7749257,254.996676
MODIS,01/01/21,Palakkad,76.70981789,159.4814181
AMSR-E,01/08/21,Chitradurga,55.87340474,107.2205682
Sentinel-2,01/02/20,Koppal,76.57939053,158.3070469
Landsat,01/04/20,Ramanathapuram,3.058671951,3.165959358
Sentinel-2,01/03/21,Mahbubnagar,88.45835209,182.1934361
MODIS,01/02/20,Kadapa,7.741117716,0.211652279
Landsat,01/02/22,Kadapa,79.00554562,165.2357898
Sentinel-2,01/12/23,Vijayapura,7.776858807,0.187409639
MODIS,01/12/19,Ramanathapuram,194.1062243,254.9406104
MODIS,01/11/24,Vijayapura,35.11913919,55.52367687
MODIS,01/03/20,Raichur,28.95064569,40.08677268
AMSR-E,01/09/19,Palakkad,71.4129591,146.1866798
AMSR-E,01/09/24,Chitradurga,91.44676971,193.0639272
SMAP,01/06/22,Vijayapura,47.2019136,93.6233387
MODIS,01/12/23,Palakkad,83.61048985,172.8972383
MODIS,01/09/19,Koppal,12.41378331,5.906928539
MODIS,01/08/24,Idukki,158.9461474,253.3507733
MODIS,01/05/19,Kadapa,18.06794739,13.9663341
Landsat,01/10/22,Anantapur,28.16966224,38.13959289
AMSR-E,01/12/22,Mahbubnagar,33.96554255,52.54336596
Sentinel-2,01/02/24,Mahbubnagar,93.51174283,189.4079347
Sentinel-2,01/03/23,Sivaganga,97.66019773,211.6335754
AMSR-E,01/12/23,Sivaganga,129.265821,254.9835477
AMSR-E,01/03/24,Raichur,13.65610671,4.12016058
AMSR-E,01/02/19,Raichur,22.43648744,46.34245133
AMSR-E,01/07/21,Kadapa,156.6772013,242.5311911
MODIS,01/11/21,Anantapur,16.42647982,10.11293268
AMSR-E,01/10/22,Palakkad,24.29115915,28.45134306
Sentinel-2,01/02/24,Sivaganga,6.445739985,0.106356859
Landsat,01/12/20,Raichur,1.288466215,2.032655954
Sentinel-2,01/11/20,Chitradurga,143.3464715,253.8280206
AMSR-E,01/07/22,Ramanathapuram,8.472504616,1.037749767
MODIS,01/02/19,Vijayapura,43.84557366,92.26718044
Sentinel-2,01/11/20,Vijayapura,47.51271677,95.71552444
SMAP,01/04/24,Mahbubnagar,96.24637651,197.9819379
AMSR-E,01/05/22,Raichur,50.03586078,92.86768389
Sentinel-2,01/12/20,Kadapa,178.0139771,252.9564877
MODIS,01/08/19,Idukki,150.0750909,252.2461748
MODIS,01/09/24,Koppal,61.1503408,120.7530689
MODIS,01/05/24,Kadapa,103.1818304,214.2312174
SMAP,01/03/20,Ramanathapuram,52.65766287,99.45467091
MODIS,01/08/19,Mahbubnagar,135.0846486,254.8793068
MODIS,01/06/19,Palakkad,24.28924274,28.5490644
SMAP,01/12/23,Idukki,62.36965108,123.1473823
MODIS,01/03/19,Sivaganga,88.21962905,179.4700081
Sentinel-2,01/07/21,Palakkad,151.1485777,254.9913461
SMAP,01/05/21,Vijayapura,85.56888556,177.7449558
AMSR-E,01/03/21,Sivaganga,16.86305285,9.839057922
Sentinel-2,01/12/21,Sivaganga,65.58623958,131.667655
Landsat,01/02/22,Vijayapura,57.54951835,111.5831163
Landsat,01/01/20,Anantapur,85.56263757,175.8128667
Landsat,01/11/19,Chitradurga,126.7774615,254.9896722
MODIS,01/12/20,Koppal,41.71092105,72.05892444
